Order_ID,Date,Region,Product,Quantity,Revenue,Customer_Type
581,2025-01-09,South,Laptop,4,652.1,New
269,2025-01-09,East,Monitor,1,812.35,Returning
363,2025-01-09,East,Accessories,3,354.54,Returning
185,2025-01-09,North,Accessories,3,749.28,New
590,2025-01-09,North,Laptop,3,1117.53,Returning
141,2025-01-09,West,Accessories,2,862.13,Returning
430,2025-01-09,North,Phone,1,403.41,New
52,2025-01-09,East,Accessories,4,1267.73,New
918,2025-01-09,West,Laptop,2,834.45,Returning
553,2025-01-09,East,Tablet,5,243.79,Returning
977,2025-01-09,East,Phone,3,862.84,Returning
990,2025-01-09,West,Laptop,4,1064.57,Returning
785,2025-01-10,East,Monitor,1,1359.78,New
471,2025-01-10,East,Accessories,4,724.33,New
467,2025-01-10,North,Tablet,1,1328.27,New
966,2025-01-10,North,Monitor,4,615.67,New
888,2025-01-10,South,Monitor,3,176.95,Returning
523,2025-01-10,North,Monitor,2,1032.34,New
698,2025-01-10,North,Laptop,5,231.57,New
963,2025-01-10,South,Laptop,4,1114.13,Returning
957,2025-01-11,West,Monitor,5,301.35,Returning
251,2025-01-11,East,Monitor,1,1050.18,New
706,2025-01-11,South,Phone,5,235.51,Returning
109,2025-01-11,West,Tablet,2,327.12,Returning
229,2025-01-11,South,Monitor,1,921.6,Returning
265,2025-01-12,East,Accessories,4,867.31,New
949,2025-01-12,West,Accessories,3,483.34,Returning
561,2025-01-12,West,Phone,3,1134.94,New
431,2025-01-12,North,Laptop,1,438.02,New
199,2025-01-12,South,Monitor,2,503.65,Returning
828,2025-01-12,South,Phone,4,434.79,Returning
549,2025-01-12,West,Monitor,2,1100.3,Returning
664,2025-01-12,North,Phone,1,706.72,Returning
121,2025-01-12,South,Accessories,4,538.6,New
752,2025-01-12,North,Phone,1,54.55,New
502,2025-01-12,East,Phone,4,1107.39,Returning
534,2025-01-12,South,Accessories,5,927.85,Returning
484,2025-01-12,East,Monitor,3,72.49,Returning
492,2025-01-12,North,Tablet,1,841.1,New
545,2025-01-13,North,Laptop,2,318.79,Returning
884,2025-01-13,East,Tablet,5,580.53,New
501,2025-01-13,West,Tablet,5,151.51,New
156,2025-01-13,South,Phone,2,125.25,New
620,2025-01-13,West,Phone,3,242.33,Returning
536,2025-01-13,East,Laptop,1,1172.74,New
969,2025-01-13,East,Laptop,3,365.97,Returning
418,2025-01-13,East,Laptop,3,834.99,New
689,2025-01-13,South,Accessories,2,407.11,Returning
587,2025-01-13,East,Monitor,5,672.03,New
372,2025-01-13,North,Monitor,4,1416.67,Returning
762,2025-01-14,South,Phone,1,553.24,New
297,2025-01-14,East,Phone,1,1340.58,New
953,2025-01-14,North,Phone,2,1413.32,Returning
574,2025-01-14,East,Tablet,3,1190.73,Returning
654,2025-01-14,East,Phone,3,984.17,New
863,2025-01-14,North,Accessories,4,1494.78,Returning
51,2025-01-14,East,Tablet,4,89.9,Returning
382,2025-01-14,West,Accessories,2,419.58,New
80,2025-01-14,South,Phone,3,578.31,Returning
139,2025-01-14,East,Monitor,1,966.63,Returning
855,2025-01-14,West,Laptop,5,1021.55,Returning
2,2025-01-15,North,Laptop,4,1452.23,New
871,2025-01-15,West,Phone,2,324.25,Returning
33,2025-01-15,East,Monitor,2,767.28,Returning
979,2025-01-15,West,Laptop,3,169.96,New
655,2025-01-15,East,Tablet,1,1462.66,New
152,2025-01-15,West,Laptop,4,231.43,Returning
143,2025-01-15,West,Accessories,5,1077.31,Returning
385,2025-01-15,West,Phone,5,1315.32,New
404,2025-01-15,North,Monitor,4,651.05,Returning
98,2025-01-15,North,Monitor,1,821.43,New
82,2025-01-15,East,Phone,1,1325.27,Returning
230,2025-01-16,North,Tablet,2,1486.02,Returning
381,2025-01-16,East,Tablet,5,852.4,New
259,2025-01-16,North,Accessories,1,714.13,New
804,2025-01-16,East,Monitor,1,925.58,New
439,2025-01-16,South,Laptop,5,1034.52,Returning
417,2025-01-16,South,Phone,2,480.34,Returning
660,2025-01-16,South,Accessories,5,650.05,Returning
448,2025-01-16,West,Monitor,3,1060.11,Returning
459,2025-01-16,South,Phone,4,1175.91,New
477,2025-01-16,East,Laptop,5,790.31,Returning
559,2025-01-16,North,Monitor,4,823.21,Returning
666,2025-01-16,North,Accessories,4,137.88,Returning
567,2025-01-16,West,Monitor,5,999.33,New
683,2025-01-17,North,Phone,2,911.42,New
223,2025-01-17,North,Monitor,5,1473.97,New
361,2025-01-17,North,Tablet,5,730.81,Returning
878,2025-01-17,West,Laptop,1,994.7,Returning
421,2025-01-17,South,Laptop,4,1112.0,Returning
757,2025-01-17,North,Monitor,4,623.78,Returning
330,2025-01-17,West,Accessories,2,1190.82,New
304,2025-01-17,North,Laptop,4,1494.58,Returning
789,2025-01-17,East,Laptop,3,1117.55,New
787,2025-01-17,North,Monitor,5,1235.89,Returning
584,2025-01-17,South,Monitor,5,963.56,New
540,2025-01-17,East,Laptop,5,495.01,Returning
602,2025-01-17,East,Monitor,4,1027.68,New
976,2025-01-17,North,Monitor,4,645.74,New
732,2025-01-17,North,Accessories,1,1248.6,New
883,2025-01-17,West,Accessories,3,1394.67,New
74,2025-01-18,East,Accessories,1,346.47,Returning
286,2025-01-18,East,Tablet,1,835.89,Returning
47,2025-01-18,East,Laptop,2,1278.54,New
651,2025-01-18,South,Accessories,2,1391.32,New
890,2025-01-18,North,Phone,3,656.94,New
704,2025-01-18,West,Accessories,5,1414.12,New
579,2025-01-18,North,Laptop,1,722.79,Returning
869,2025-01-18,South,Phone,3,1171.4,Returning
346,2025-01-18,East,Phone,4,646.44,Returning
242,2025-01-19,North,Accessories,3,894.17,New
270,2025-01-19,East,Phone,5,411.81,Returning
946,2025-01-19,East,Tablet,4,567.31,Returning
610,2025-01-19,East,Tablet,3,1281.31,Returning
547,2025-01-19,North,Tablet,5,1299.19,Returning
420,2025-01-19,East,Phone,1,650.59,Returning
239,2025-01-19,South,Accessories,4,1469.49,New
423,2025-01-19,West,Tablet,4,226.17,Returning
817,2025-01-19,West,Tablet,5,86.59,New
648,2025-01-19,East,Tablet,1,575.53,New
616,2025-01-19,South,Tablet,5,74.87,Returning
325,2025-01-19,East,Monitor,4,532.9,New
472,2025-01-19,South,Monitor,5,1317.55,New
551,2025-01-19,West,Monitor,5,858.99,Returning
211,2025-01-19,East,Accessories,3,1405.74,Returning
948,2025-01-20,North,Accessories,1,477.85,New
622,2025-01-20,East,Phone,5,57.75,Returning
649,2025-01-20,North,Tablet,3,1302.28,New
274,2025-01-20,West,Accessories,3,701.17,Returning
300,2025-01-20,South,Laptop,4,1298.91,Returning
243,2025-01-20,West,Accessories,4,346.44,New
236,2025-01-20,North,Accessories,3,1466.8,Returning
378,2025-01-20,South,Monitor,4,61.55,New
824,2025-01-21,West,Monitor,4,920.41,Returning
521,2025-01-21,West,Accessories,3,805.56,Returning
298,2025-01-21,West,Phone,3,172.24,New
318,2025-01-21,East,Tablet,3,1371.19,Returning
718,2025-01-21,East,Accessories,4,130.07,Returning
5,2025-01-21,West,Tablet,2,1170.98,Returning
44,2025-01-21,West,Phone,2,610.17,New
22,2025-01-21,West,Accessories,2,796.29,New
909,2025-01-21,South,Laptop,1,552.98,Returning
818,2025-01-21,North,Accessories,5,416.34,Returning
643,2025-01-21,East,Monitor,5,718.69,New
310,2025-01-22,East,Phone,4,998.29,New
26,2025-01-22,South,Tablet,1,634.01,New
13,2025-01-22,South,Laptop,3,924.44,New
908,2025-01-22,West,Monitor,2,837.38,Returning
997,2025-01-22,North,Tablet,1,863.82,Returning
823,2025-01-22,North,Accessories,3,954.04,New
396,2025-01-22,North,Phone,4,162.58,New
444,2025-01-22,South,Accessories,5,842.69,Returning
868,2025-01-23,East,Monitor,4,725.24,Returning
965,2025-01-23,South,Monitor,3,896.23,New
537,2025-01-23,North,Phone,1,1286.25,Returning
726,2025-01-23,East,Tablet,2,62.62,New
531,2025-01-23,East,Monitor,1,616.59,New
466,2025-01-23,East,Monitor,4,1086.23,Returning
800,2025-01-23,East,Monitor,3,1288.68,Returning
429,2025-01-23,South,Monitor,2,292.05,New
759,2025-01-23,East,Laptop,3,458.78,Returning
151,2025-01-23,North,Phone,3,226.94,Returning
566,2025-01-23,North,Tablet,3,453.76,Returning
356,2025-01-23,West,Monitor,1,1188.39,New
255,2025-01-23,South,Tablet,1,1392.01,Returning
125,2025-01-23,South,Phone,5,1155.6,Returning
190,2025-01-24,North,Tablet,2,378.75,Returning
669,2025-01-24,West,Phone,1,298.58,New
225,2025-01-24,East,Laptop,3,1113.56,New
11,2025-01-24,East,Tablet,5,1157.19,New
478,2025-01-24,West,Laptop,2,1239.87,Returning
336,2025-01-24,North,Monitor,3,1167.58,New
352,2025-01-24,North,Monitor,1,259.36,Returning
525,2025-01-24,East,Laptop,1,71.21,New
483,2025-01-24,West,Laptop,3,989.27,Returning
923,2025-01-24,West,Tablet,1,289.08,Returning
916,2025-01-24,North,Accessories,1,179.04,New
371,2025-01-24,West,Tablet,1,1190.46,New
530,2025-01-24,West,Accessories,4,553.1,New
92,2025-01-24,West,Laptop,4,721.78,Returning
278,2025-01-24,South,Tablet,5,59.69,Returning
980,2025-01-24,South,Accessories,2,418.21,Returning
275,2025-01-24,North,Phone,2,937.77,Returning
886,2025-01-25,West,Phone,5,1136.67,New
882,2025-01-25,North,Monitor,4,1260.85,Returning
370,2025-01-25,West,Tablet,5,798.82,Returning
285,2025-01-25,East,Monitor,5,1407.59,New
809,2025-01-25,West,Accessories,4,416.56,Returning
696,2025-01-25,South,Laptop,3,1210.11,New
562,2025-01-25,South,Phone,5,376.31,New
392,2025-01-25,South,Phone,2,443.67,Returning
631,2025-01-25,South,Tablet,3,250.73,New
347,2025-01-25,North,Monitor,4,1316.9,New
368,2025-01-26,East,Laptop,3,1389.84,New
747,2025-01-26,North,Phone,3,276.17,New
447,2025-01-26,South,Tablet,4,1420.42,New
938,2025-01-26,South,Tablet,4,216.46,Returning
862,2025-01-26,East,Tablet,1,1396.16,Returning
708,2025-01-26,North,Phone,1,681.32,New
944,2025-01-26,West,Tablet,2,1089.82,Returning
93,2025-01-26,West,Laptop,4,115.83,Returning
510,2025-01-26,South,Laptop,3,599.88,Returning
846,2025-01-26,East,Accessories,1,1406.0,New
900,2025-01-26,East,Accessories,2,948.44,Returning
838,2025-01-26,South,Tablet,2,905.42,Returning
184,2025-01-27,North,Monitor,3,497.81,New
178,2025-01-27,East,Monitor,3,860.52,New
836,2025-01-27,North,Phone,1,1390.56,New
358,2025-01-27,South,Tablet,1,341.59,Returning
592,2025-01-27,West,Accessories,5,1016.82,Returning
681,2025-01-27,North,Phone,3,1123.82,Returning
140,2025-01-27,West,Laptop,4,238.41,Returning
812,2025-01-27,South,Tablet,1,539.35,New
317,2025-01-27,North,Laptop,2,161.86,New
316,2025-01-27,East,Accessories,2,72.93,New
713,2025-01-27,East,Phone,4,850.22,New
678,2025-01-28,North,Accessories,2,1259.0,New
857,2025-01-28,East,Accessories,1,1171.65,New
670,2025-01-28,East,Accessories,2,707.69,Returning
874,2025-01-28,South,Accessories,2,935.62,New
555,2025-01-28,East,Monitor,3,703.63,New
117,2025-01-28,South,Phone,5,1236.14,New
169,2025-01-28,South,Tablet,1,611.49,Returning
168,2025-01-28,North,Monitor,2,784.68,New
161,2025-01-28,North,Phone,2,222.37,New
320,2025-01-28,North,Tablet,1,665.92,Returning
452,2025-01-29,East,Accessories,2,1471.63,Returning
518,2025-01-29,North,Accessories,2,892.47,Returning
595,2025-01-29,East,Accessories,1,1228.43,New
688,2025-01-29,West,Laptop,4,943.66,Returning
500,2025-01-29,East,Laptop,3,697.26,Returning
97,2025-01-29,West,Monitor,5,842.72,New
783,2025-01-29,West,Phone,1,653.41,New
154,2025-01-29,South,Laptop,1,549.68,New
319,2025-01-30,East,Accessories,1,564.55,Returning
700,2025-01-30,North,Laptop,1,363.53,New
771,2025-01-30,North,Monitor,4,1413.61,Returning
17,2025-01-30,North,Tablet,4,850.39,New
419,2025-01-30,North,Accessories,1,550.58,New
332,2025-01-30,East,Laptop,1,794.74,New
779,2025-01-30,North,Tablet,5,219.67,New
539,2025-01-30,East,Phone,2,1149.49,New
172,2025-01-30,South,Accessories,4,1184.15,Returning
311,2025-01-30,East,Accessories,4,1236.64,Returning
256,2025-01-31,West,Phone,3,149.08,New
609,2025-01-31,South,Accessories,3,1342.98,New
656,2025-01-31,East,Accessories,4,151.21,Returning
920,2025-01-31,West,Monitor,2,1411.54,New
481,2025-02-01,East,Monitor,4,69.38,Returning
387,2025-02-01,North,Phone,3,363.29,New
218,2025-02-01,South,Monitor,3,533.52,New
268,2025-02-01,South,Phone,5,896.16,New
193,2025-02-01,East,Monitor,1,1031.87,Returning
639,2025-02-01,West,Monitor,3,730.46,Returning
342,2025-02-01,West,Laptop,5,1377.12,New
157,2025-02-01,East,Accessories,4,256.15,New
743,2025-02-01,South,Tablet,4,192.95,Returning
216,2025-02-01,East,Laptop,1,565.99,New
353,2025-02-01,East,Accessories,2,1186.78,New
813,2025-02-01,North,Phone,3,1107.72,New
123,2025-02-02,East,Tablet,1,638.34,Returning
488,2025-02-02,East,Monitor,5,744.93,Returning
685,2025-02-02,West,Monitor,2,146.47,New
487,2025-02-02,East,Accessories,1,110.88,Returning
246,2025-02-02,North,Laptop,3,927.95,New
906,2025-02-02,South,Laptop,2,710.65,Returning
716,2025-02-02,South,Laptop,2,293.77,New
277,2025-02-02,South,Phone,5,1411.63,Returning
465,2025-02-02,South,Tablet,4,371.76,Returning
23,2025-02-02,West,Tablet,5,1222.0,Returning
702,2025-02-02,West,Phone,5,924.41,Returning
296,2025-02-02,East,Monitor,4,524.21,New
294,2025-02-02,West,Laptop,5,772.16,New
305,2025-02-02,North,Accessories,1,382.3,New
114,2025-02-02,North,Laptop,5,1150.65,New
960,2025-02-02,South,Laptop,5,1039.12,New
344,2025-02-02,East,Accessories,1,100.76,New
633,2025-02-02,North,Laptop,3,875.75,Returning
495,2025-02-02,South,Phone,5,794.38,Returning
362,2025-02-02,West,Tablet,3,91.05,New
122,2025-02-03,West,Accessories,3,1499.34,Returning
435,2025-02-03,West,Phone,1,1480.06,Returning
748,2025-02-03,North,Monitor,1,743.82,Returning
744,2025-02-03,East,Phone,1,1252.51,Returning
77,2025-02-03,West,Monitor,1,911.01,Returning
892,2025-02-03,North,Monitor,1,531.7,Returning
513,2025-02-03,North,Monitor,2,591.2,New
793,2025-02-03,South,Laptop,2,1456.84,New
469,2025-02-03,North,Phone,4,1061.05,New
831,2025-02-03,West,Accessories,5,476.23,Returning
991,2025-02-03,West,Accessories,4,944.57,New
505,2025-02-04,East,Phone,3,593.0,Returning
982,2025-02-04,South,Laptop,4,193.17,Returning
691,2025-02-04,North,Accessories,2,915.33,Returning
113,2025-02-04,East,Accessories,1,653.12,Returning
290,2025-02-04,South,Laptop,3,945.01,New
327,2025-02-04,West,Accessories,3,605.76,Returning
486,2025-02-04,South,Monitor,1,351.54,New
62,2025-02-04,West,Laptop,4,669.88,New
112,2025-02-04,East,Monitor,4,978.92,Returning
131,2025-02-04,West,Tablet,2,79.97,New
993,2025-02-04,North,Phone,5,373.44,New
576,2025-02-04,South,Monitor,5,1134.37,Returning
528,2025-02-05,North,Phone,5,610.6,New
647,2025-02-05,East,Accessories,3,1257.61,Returning
376,2025-02-05,South,Phone,5,696.99,Returning
519,2025-02-05,North,Monitor,4,667.8,Returning
847,2025-02-05,West,Laptop,4,594.92,New
522,2025-02-05,South,Monitor,4,557.79,Returning
238,2025-02-05,South,Phone,4,844.29,New
281,2025-02-05,West,Phone,3,591.65,New
607,2025-02-05,East,Accessories,3,511.25,New
672,2025-02-05,South,Monitor,3,1044.27,New
922,2025-02-05,South,Monitor,2,337.81,Returning
65,2025-02-05,East,Laptop,4,258.53,Returning
155,2025-02-05,North,Monitor,3,94.74,New
187,2025-02-06,South,Monitor,4,1444.19,Returning
533,2025-02-06,South,Phone,4,424.43,New
128,2025-02-06,West,Accessories,2,602.0,Returning
956,2025-02-06,East,Phone,5,1242.62,New
596,2025-02-06,East,Phone,2,1074.91,Returning
335,2025-02-06,West,Tablet,1,472.67,Returning
728,2025-02-06,West,Accessories,2,350.55,Returning
267,2025-02-06,North,Phone,1,1024.48,Returning
282,2025-02-07,North,Laptop,4,123.21,New
18,2025-02-07,North,Monitor,1,1216.89,New
597,2025-02-07,North,Monitor,4,1452.53,Returning
312,2025-02-07,North,Monitor,4,122.53,New
768,2025-02-07,West,Phone,2,233.22,Returning
634,2025-02-07,South,Monitor,5,1309.2,Returning
766,2025-02-07,West,Monitor,1,338.91,New
981,2025-02-07,East,Monitor,1,1180.98,Returning
955,2025-02-07,East,Monitor,2,1301.55,Returning
776,2025-02-07,North,Phone,5,861.39,Returning
224,2025-02-07,East,Accessories,3,1188.05,New
870,2025-02-07,South,Tablet,5,1376.7,New
876,2025-02-08,East,Monitor,5,130.51,New
464,2025-02-08,West,Laptop,1,1334.15,New
248,2025-02-08,North,Tablet,5,1123.23,New
569,2025-02-08,East,Accessories,3,141.55,Returning
625,2025-02-08,East,Tablet,4,633.39,Returning
573,2025-02-08,South,Phone,2,1475.79,Returning
366,2025-02-08,South,Accessories,3,66.66,Returning
746,2025-02-08,South,Accessories,4,944.97,New
46,2025-02-08,East,Accessories,2,652.63,Returning
613,2025-02-08,West,Tablet,2,166.32,New
617,2025-02-08,East,Phone,3,1379.07,Returning
200,2025-02-08,South,Monitor,1,1406.18,Returning
894,2025-02-09,East,Tablet,3,110.17,Returning
247,2025-02-09,West,Laptop,4,799.35,Returning
588,2025-02-09,North,Tablet,4,341.54,Returning
415,2025-02-09,North,Laptop,5,821.24,New
970,2025-02-09,North,Monitor,5,72.01,New
921,2025-02-09,West,Tablet,1,706.58,New
87,2025-02-09,North,Tablet,5,1103.79,New
496,2025-02-09,West,Tablet,2,1484.37,New
995,2025-02-09,East,Tablet,5,1194.76,Returning
897,2025-02-10,West,Accessories,5,997.41,New
293,2025-02-10,South,Accessories,1,1014.24,New
679,2025-02-10,North,Monitor,5,981.74,Returning
116,2025-02-10,East,Tablet,3,1349.26,New
96,2025-02-10,North,Phone,5,618.14,New
145,2025-02-11,North,Accessories,5,1460.01,Returning
257,2025-02-11,South,Laptop,5,674.04,New
896,2025-02-11,West,Tablet,3,916.07,New
367,2025-02-11,East,Monitor,3,642.73,Returning
402,2025-02-11,West,Monitor,1,549.93,Returning
589,2025-02-11,East,Tablet,5,795.59,Returning
821,2025-02-11,South,Tablet,4,903.95,Returning
30,2025-02-11,South,Monitor,5,273.02,Returning
571,2025-02-11,North,Phone,2,1241.39,New
163,2025-02-11,East,Phone,4,1023.03,Returning
364,2025-02-12,South,Accessories,1,457.51,Returning
498,2025-02-12,West,Monitor,3,1416.69,New
491,2025-02-12,South,Phone,4,1279.5,New
153,2025-02-12,East,Tablet,4,1283.18,New
798,2025-02-12,North,Accessories,3,1289.32,Returning
170,2025-02-13,South,Accessories,5,1364.53,New
881,2025-02-13,North,Laptop,1,1291.92,Returning
941,2025-02-13,East,Accessories,2,720.47,Returning
59,2025-02-13,East,Laptop,4,675.5,New
637,2025-02-13,North,Accessories,2,946.86,New
499,2025-02-13,East,Phone,3,112.11,New
214,2025-02-13,West,Monitor,2,927.98,New
76,2025-02-13,South,Accessories,4,478.76,New
129,2025-02-13,South,Laptop,4,650.98,New
331,2025-02-13,South,Laptop,1,626.3,Returning
967,2025-02-13,West,Laptop,1,564.94,Returning
189,2025-02-13,North,Laptop,2,1431.08,Returning
638,2025-02-14,South,Monitor,5,967.96,Returning
605,2025-02-14,East,Monitor,2,878.19,Returning
835,2025-02-14,North,Tablet,5,934.42,Returning
940,2025-02-14,West,Tablet,1,1187.1,New
99,2025-02-14,North,Tablet,2,906.13,New
738,2025-02-14,South,Monitor,2,1352.45,New
377,2025-02-14,North,Accessories,5,1218.47,New
164,2025-02-14,East,Tablet,4,681.22,New
640,2025-02-14,South,Accessories,3,692.44,New
619,2025-02-14,East,Laptop,4,497.99,New
337,2025-02-15,South,Phone,3,669.87,New
351,2025-02-15,West,Laptop,5,825.79,New
690,2025-02-15,South,Monitor,2,1051.49,New
333,2025-02-15,West,Laptop,5,417.37,Returning
503,2025-02-15,North,Monitor,2,932.19,New
830,2025-02-15,West,Monitor,4,339.28,Returning
586,2025-02-15,South,Accessories,3,1186.47,Returning
758,2025-02-16,North,Laptop,2,1087.02,New
852,2025-02-16,North,Phone,1,115.91,Returning
354,2025-02-16,West,Phone,3,658.11,New
950,2025-02-16,East,Monitor,1,205.23,New
413,2025-02-16,South,Laptop,3,1123.91,Returning
61,2025-02-16,North,Monitor,4,866.82,New
455,2025-02-16,North,Laptop,2,1158.96,Returning
839,2025-02-16,West,Laptop,5,59.33,Returning
642,2025-02-16,East,Monitor,2,1298.52,New
36,2025-02-16,North,Monitor,1,971.39,New
133,2025-02-16,South,Phone,3,800.51,Returning
695,2025-02-16,North,Accessories,3,594.39,New
652,2025-02-16,West,Accessories,2,965.88,New
271,2025-02-17,South,Accessories,1,52.93,New
299,2025-02-17,West,Laptop,2,1220.42,New
843,2025-02-17,West,Tablet,5,1152.62,New
124,2025-02-17,East,Monitor,5,369.71,New
306,2025-02-17,East,Accessories,5,842.97,Returning
264,2025-02-17,West,Monitor,4,591.23,Returning
436,2025-02-17,East,Laptop,5,651.37,New
462,2025-02-17,West,Accessories,2,1026.21,New
365,2025-02-17,East,Tablet,5,1083.79,Returning
81,2025-02-17,North,Phone,4,478.1,New
324,2025-02-17,South,Laptop,5,589.69,New
548,2025-02-18,East,Tablet,3,1309.53,New
28,2025-02-18,East,Monitor,1,50.64,New
527,2025-02-18,South,Monitor,5,1084.19,Returning
983,2025-02-18,West,Accessories,3,159.71,New
653,2025-02-18,West,Accessories,1,128.87,Returning
705,2025-02-18,East,Laptop,3,1175.07,Returning
400,2025-02-18,South,Accessories,4,1202.0,Returning
714,2025-02-18,West,Tablet,4,1194.64,Returning
329,2025-02-18,West,Monitor,4,460.79,Returning
832,2025-02-18,South,Tablet,4,393.77,Returning
987,2025-02-19,East,Phone,3,378.1,New
591,2025-02-19,East,Laptop,4,682.81,New
751,2025-02-19,East,Laptop,3,501.95,New
677,2025-02-19,West,Tablet,5,897.52,New
962,2025-02-19,South,Monitor,5,248.78,Returning
